kcc_call_id,CreatedOn,state_name,DISTRICT,block,Sector,category,CROP,season,query_type,QueryText,kcc_answer
4973568,,TELANGANA,WARANGAL RURAL,DAMERA,AGRICULTURE,Fiber Crops,Cotton (Kapas),,Fertilizer Use and Availability,FARMER ASKED QUERY ON FERTILIZER MANAGEMENT IN COTTON.,"COTTON :
ఆఖరి దుక్కిలో : సింగిల్ సూపర్ ఫాస్ఫేట్ : 150 కే/ఏ
20 రోజులకు : యూరియా - 25 కే/ఏ , మ్యూరేట్ ఆఫ్ పొటాష్ - 20 కే/ఏ
40 రోజులకు : యూరియా - 25 కే/ఏ , మ్యూరేట్ ఆఫ్ పొటాష్ - 20 కే/ఏ
60 రోజులకు : యూరియా - 25 కే/ఏ , మ్యూరేట్ ఆఫ్ పొటాష్ - 20 కే/ఏ
80 రోజులకు : యూరియా - 25 కే/ఏ , మ్యూరేట్ ఆఫ్ పొటాష్ - 20 కే/ఏ

OR 

NOT RECOMMENDED BUT ON YOUR REQUEST APPLY 1 BAG OF 15-15-15 AND 1 BAG OF 20-20-20 PER ACREA 
 
సిఫార్సు చేయబడలేదు కానీ మీ అభ్యర్థన మేరకు ఎకరానికి 15-15-15లో 1 బస్తా మరియు 20-20-20లో 1 బస్తాను వర్తించండి."
4973659,2025-07-20T09:54:11.533,TELANGANA,WARANGAL RURAL,,AGRICULTURE,Pulses,Green Gram (Moong Bean/ Moong),NA,Weed Management,WEED MANAGEMENT IN GREEN GRAM POST EMERGENCE,"--క్విజలోఫాప్-పి -ఇథైల్ (టర్గా సూపర్) 400  మిల్లి లీటర్లు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
                                                           లేదా
ప్రోపక్విజఫాప్ (అజిల్) 250 మిల్లి లీటర్లు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి	 

రెండింటిలో ఎదైనా ఒక్కటి స్ప్రే చేసుకోవలెను"
4973739,2025-07-20T09:02:54.85,TELANGANA,WARANGAL RURAL,PARVATHAGIRI,AGRICULTURE,Others,Others,,Government Schemes,PM KISAN SAMMAN NIDHI SCHEME STATUS,"పిఎం కిసాన్ 20వ వాయిదా తేదీ అధికారికంగా ప్రకటించబడలేదు, జూలైలో విడుదలయ్యే అవకాశం ఉంది."
4949805,2025-07-19T19:38:09.96,TELANGANA,WARANGAL RURAL,,AGRICULTURE,,Paddy (Dhan),NA,Weather,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది .జల్లులు పడే అవకాశం ఉంది
4949787,2025-07-19T19:13:33.323,,WARANGAL RURAL,PARKAL,AGRICULTURE,Others,Others,,Government Schemes,FARMER ASKED QUERY ABOUT FARMER ID REGISTRATION,"రైతు గుర్తింపు నమోదు కోసం ఆధార్, పట్టాదార్ పాస్‌బుక్ మరియు రిజిస్టర్డ్ మొబైల్ నంబర్‌తో వ్యవసాయ విస్తరణ అధికారిని సంప్రదించాలని సిఫార్సు చేయబడింది."
4960717,2025-07-19T19:04:17.577,TELANGANA,WARANGAL,BHEEMDEVARAPALLI,AGRICULTURE,Millets,Maize (Makka),NA,Water Management,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉండి జల్లులు నుండి మోస్తరు వర్షం పడే అవకాశం వుంది.
4960704,2025-07-19T17:37:18.33,TELANGANA,WARANGAL RURAL,PARVATHAGIRI,AGRICULTURE,Fiber Crops,Cotton (Kapas),NA,Government Schemes,FARMER ASKED QUERY ON RELEASE OF 20th INSTALMENT OF  PM KISAN SAMMAN NIDHI?,PM KISAN 20th INSTALLMENT 2025 NOT YET DECLARED   BY THE GOVERNMENT OF INDIA
4960518,2025-07-19T17:36:58.783,TELANGANA,WARANGAL RURAL,PARKAL,AGRICULTURE,Cereals,Paddy (Dhan),NA,Water Management,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు  పడే అవకాశం ఉంది.
4960850,2025-07-19T17:04:19.923,TELANGANA,WARANGAL,HANAMKONDA,ANIMAL HUSBANDRY,,Others,,Disease Reporting,veterinary ambulance number telangana ;-,veterinary ambulance number telangana ;- 1962
4960702,2025-07-19T16:44:17.44,TELANGANA,WARANGAL,HANAMKONDA,AGRICULTURE,Fiber Crops,Cotton (Kapas),NA,Weed Management,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు  పడే అవకాశం ఉంది.
4960847,2025-07-19T16:39:42.14,TELANGANA,WARANGAL RURAL,PARVATHAGIRI,AGRICULTURE,Others,Others,NA,Government Schemes,FARMER ASKED QUERY ABOUT VOLUNTEER REVOCATION OF PM KISAN,"PLEASE CONTACT YOUR MANDAL AGRICULTURAL OFFICER
 దయచేసి  మీ  మండల వ్యవసాయ అధికారిని సంప్రదించండి"
4951873,2025-07-19T15:55:22.52,TELANGANA,WARANGAL RURAL,ATHMAKUR,AGRICULTURE,Fiber Crops,,NA,Plant Protection,sucking pest control in cotton,"ఫిప్రోనిల్+ఇమిడాక్లోప్రిడ్ (పోలీస్,లేసెంటా) 100గ్రాములు    /200 లీటర్ల నీటికి కలిపి ఒక ఎకరాకు పిచికారి చేయాలి"
4960644,2025-07-19T15:19:58.653,TELANGANA,WARANGAL RURAL,ATHMAKUR,,Fiber Crops,Cotton (Kapas),NA,Weather,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.వర్షం  పడే అవకాశం ఉంది.
4960511,2025-07-19T15:08:00.12,TELANGANA,WARANGAL,BHEEMDEVARAPALLI,AGRICULTURE,Cereals,,NA,Nutrient Management,FARMER ASKED QUERY ABOUT NUTRIENT MANAGEMENT IN PADDY,"RECOMMENDED TO SPRAY ZINC SULPHATE 2 GRAM /1 LITER OF WATER. 
జింక్ సల్ఫేట్  2 గ్రాములు  / లీటర్ నీటిలో కలిపి పిచికారీ చేయాలి"
4960553,2025-07-19T15:04:02.47,TELANGANA,WARANGAL,WARANGAL,AGRICULTURE,Cereals,Paddy (Dhan),NA,Plant Protection,paddy nursery stem borer nmanagement ;-,"రెండు గుంటల నారుమడికి ( 5 సెంట్లకు)  800 గ్రా, కార్బోప్యూరాన్ 3జి గుళికలు ఇసుకలో కలిపి చల్లి పలుచగా నీరుంచాలి"
4960554,2025-07-19T14:24:03.943,TELANGANA,WARANGAL,HASANPARTHY,AGRICULTURE,Cereals,Paddy (Dhan),NA,Water Management,IRRIGATION SCDULE AFTER HERBICIDE APPLICATION,48 HOUR'S IS RIGHT YOU CAN IRRIGATE THE FIELD
4960607,2025-07-19T13:54:20.1,TELANGANA,WARANGAL RURAL,GEESUGONDA,AGRICULTURE,Fiber Crops,Cotton (Kapas),,Weather,Farmer asked query on Weather,"మీ ప్రాంతములో వాతావరణం మబ్బులుగా  ఉంటుంది, జల్లులు  పడే అవకాశం ఉంది."
4960830,2025-07-19T13:37:47.2,TELANGANA,WARANGAL,HANAMKONDA,AGRICULTURE,Others,Others,NA,Government Schemes,FARMER ASKED QUERY ON FARMER ID REGISTRATION WHERE TO DO,దయచేసి  మీ  మండల వ్యవసాయ అధికారిని సంప్రదించండి
4949801,2025-07-19T13:01:47.053,TELANGANA,WARANGAL,HASANPARTHY,HORTICULTURE,Vegetables,Chillies,NA,Plant Protection,FARMER ASKED QUERY ON DAMPING OFF MANAGEMENT IN CHILLI,"RECOMENDED TO SPRAY COPPER OXY CHLORIDE 600 GR +
STREPTOCYCLINE  20 GR  PER ACRE WITH  200 LIT WATER
కాపర్ ఆక్సీక్లోరైడ్ 600 గ్రాములు + స్టెఫ్టోసైక్లిన్ 20 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి 
 
OR 

RECOMENDED TO SPRAY COPPER OXY CHLORIDE 600 GR +
STREPTOCYCLINE  20 GR  PER ACRE WITH  200 LIT WATER
కాపర్ ఆక్సీక్లోరైడ్ 600 గ్రాములు + స్టెఫ్టోసైక్లిన్ 20 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి"
4960831,2025-07-19T12:38:11.403,TELANGANA,WARANGAL RURAL,NARASARAOPETA,AGRICULTURE,Others,Others,NA,Government Schemes,--FARMER ASKED QUERY ON FARMER ID REGISTRATION WHERE TO DO,దయచేసి  మీ  మండల వ్యవసాయ అధికారిని సంప్రదించండి
4960829,2025-07-19T12:35:43.89,TELANGANA,WARANGAL,HANAMKONDA,AGRICULTURE,Others,Others,NA,Government Schemes,farmer id creation details,mandal agriculture officer -parkal mandal-hanmakonda district--8977744980
4960828,2025-07-19T12:24:47.34,TELANGANA,WARANGAL,HANAMKONDA,AGRICULTURE,Others,Others,NA,Government Schemes,pm kisan samman nidhi information,
4949784,2025-07-19T11:47:51.73,,WARANGAL RURAL,NALLA BELLI,AGRICULTURE,Cereals,Paddy (Dhan),,Plant Protection,root rot management in paddy nursery,"RECOMMENDED TO DRENCH ROOT ZONE WITH COPPER OXY CHLORIDE  (BLITOX)(BLUE COPPER) 3  GMs /1 LITRE OF WATER   
కాపర్ ఆక్సి క్లోరైడ్ (బ్లిటాక్స్) (బ్లూ కాపర్) 3 GMs / 1 లీటరు నీటితో తడిసిన రూట్ జోన్‌కు సిఫార్సు చేయబడింది
ప్లాంటోమైసిన్ 0.2 గ్రాములు/లీటరు నీరు
4 గ్రాములు/20 లీటర్ల పంపు"
4960699,2025-07-19T11:47:27.21,TELANGANA,,ATHMAKUR,AGRICULTURE,Fiber Crops,Cotton (Kapas),NA,,FARMER ASKED QUERY ON THRIPS MANAGEMENT IN COTTON?,"RECOMMENDED TO SPRAY  FIPRONIL (REGENT) 400 ML / 200 LITRES OF WATER /ACRE  
 ఫిప్రోనిల్ 400  మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి"
4960700,2025-07-19T11:46:27.41,TELANGANA,WARANGAL RURAL,ATHMAKUR,AGRICULTURE,Fiber Crops,Cotton (Kapas),,Plant Protection,Thiamethoxam 25% WG Dosage in Cotton?,
4949783,2025-07-19T11:39:14.58,TELANGANA,WARANGAL RURAL,NALLA BELLI,AGRICULTURE,Cereals,Paddy (Dhan),NA,Nutrient Management,nutrient management in paddy nursery,"RECOMMENDED TO SPRAY POTASSIUM NITRATE 13-0-45 @ 5 GRAMS/1 LITER OF WATER  (1KG/ACRE/200 LITS OF WATER)
పొటాషియం  నైట్రేట్  13-0-45 @ 5 గ్రాములు లీటరు నీటికి కలిపి  పిచికారీ చేయండి"
4949782,,TELANGANA,WARANGAL RURAL,NALLA BELLI,AGRICULTURE,Fiber Crops,Cotton (Kapas),NA,Weather,Farmer asked query on Weather,"మీ ప్రాంతములో వాతావరణం మబ్బులుగా  ఉంటుంది, జల్లులు  పడే అవకాశం ఉంది."
4960698,2025-07-19T11:15:53.017,TELANGANA,WARANGAL RURAL,ATHMAKUR,AGRICULTURE,Fiber Crops,Cotton (Kapas),NA,Weather,Farmer asked query on Weather,"మీ ప్రాంతములో వాతావరణం మబ్బులుగా  ఉంటుంది, జల్లులు  పడే అవకాశం ఉంది."
4960513,2025-07-19T10:59:23.74,TELANGANA,WARANGAL RURAL,DUGGONDI,AGRICULTURE,Millets,Little Millet (Samai/Kutki/kodo-kutki),NA,,FARMER ASKED QUERY ON CONTACT NUMBER OF MILLETS RESEARCH CENTER,"PLEASE CONTACT IIMR 
Tel: 040-24599326,
Number:1800 103 3069 Mobile Number:8224073000 Whatsapp:8224073000"
4960514,2025-07-19T10:05:35.513,TELANGANA,WARANGAL RURAL,,AGRICULTURE,Cereals,Paddy (Dhan),,Weed Management,WEED MANAGEMENT IN PADDY,సైహలోఫోప్ పి - బ్యూటైల్ (క్లించర్) 300  మిల్లి లీటర్లు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
4949803,2025-07-19T09:04:51.343,TELANGANA,WARANGAL RURAL,SANGAM,AGRICULTURE,Cereals,Paddy (Dhan),NA,Weed Management,QUERY ON CYHALOFOP P-BUTYL (CLINCHER) DOSAGE IN PADDY,"RECOMMENDED TO SPRAY CYHALOFOP P-BUTYL (CLINCHER) @ 300ML PER 200 LITERS OF WATER PER ACRE
ఎకరానికి సైహలోఫోస్  పిచుటైల్ (క్లించెర్) @ 300 మిల్లి లీటర్లు   200 లీటర్ల  నీటికి కలిపి పిచికారీ చేయాలి"
4949804,2025-07-19T09:04:04.823,TELANGANA,WARANGAL RURAL,SANGAM,AGRICULTURE,Cereals,Paddy (Dhan),,Weed Management,QUERY ON WEED MANAGEMENT IN PADDY NURSERY,"MANUAL WEEDING IS RECOMMENDED

కూలీల సహాయంతో కలుపు తీయండి."
4949817,2025-07-19T09:01:37.82,,WARANGAL RURAL,SANGAM,AGRICULTURE,Cereals,Paddy (Dhan),NA,Cultural Practices,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు నుంచి  మోస్తరు వర్షాలు కురిసే అవకాశం ఉంది
4960597,2025-07-19T08:25:47.63,TELANGANA,WARANGAL RURAL,SANGAM,AGRICULTURE,Pulses,Green Gram (Moong Bean/ Moong),NA,Weed Management,WEED MANAGEMENT IN GREENGRAM SOWN AFTER 15-20 DAYS CROP,ఇమాజితాపైర్ ( పర్ సూట్  ) 300-400 మిల్లి లీటర్లు     /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
4960508,2025-07-19T08:21:49,TELANGANA,WARANGAL RURAL,NALLA BELLI,AGRICULTURE,Millets,Maize (Makka),,Water Management,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు నుంచి  మోస్తరు వర్షాలు కురిసే అవకాశం ఉంది
4949851,2025-07-19T07:54:35.367,TELANGANA,WARANGAL,INAVOLU,AGRICULTURE,Pulses,Pigeon pea (red gram/arhar/tur),,Weed Management,WEED MANAGEMENT IN REDGRAM,RECOMMENDED  MANUAL WEEDING IN REDGARM
4960804,2025-07-19T07:10:53.043,TELANGANA,WARANGAL RURAL,NEKKONDA,AGRICULTURE,Others,Others,,Government Schemes,FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI EKYC ISSUE?,RECOMMENDED TO CONTACT MEE SEVA CENTRE OR CSC.
4946239,2025-07-18T15:14:42.72,TELANGANA,WARANGAL,KHILAWARANGAL,HORTICULTURE,Condiments and Spices,,,Plant Protection,LEAF MINER CONTROL  IN TURMERIC,"RECOMMENDED TO SPRAY NOVALURAN (REMON) 300 ML /200 LITRES OF WATER / ACRE  
నొవాల్యురాన్ (రెమోన్)  300 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి"
4946406,,TELANGANA,WARANGAL,BHEEMDEVARAPALLI,,Cereals,Paddy (Dhan),,Weed Management,FARMER ASKED QUERY ABOUT WEED MANAGEMENT IN PADDY,"వెడల్పాకు కలుపు నివీరణకు 25-30 రోజులకు 2,4-డి సోడియం సాల్ట్ అనె మందు ఎకరాకు 500-600 గ్రా. లేదా 2,4-డి, ఇ. ఇ. 1.25-1.50 లీటర్లను 200 లీటర్ల నీటిలో కలిపి పిచికారి చేయాలి"
4946318,2025-07-18T11:45:14.497,TELANGANA,WARANGAL,KHILAWARANGAL,AGRICULTURE,Cereals,Paddy (Dhan),NA,Water Management,Farmer asked query on Weather,"మీ ప్రాంతములో వాతావరణం ఏండ, మబ్బులుగా ఉంటుంది.వర్షం పడే అవకాశం ఉంది."
4946518,2025-07-18T11:41:40.123,TELANGANA,WARANGAL,VELAIR,AGRICULTURE,Others,Others,,Government Schemes,QUERY ON PMKISAN SAMMAN NIDHI YOJANA,Hanmakonda - T.Kamalakar - AO(Technical) - 9866601168
4946466,2025-07-18T10:44:36.163,TELANGANA,WARANGAL,INAVOLU,,Pulses,Pigeon pea (red gram/arhar/tur),NA,Weed Management,WEED MANAGEMENT IN REDGRAM SOWN AFTER 15-20 DAYS CROP,ఇమాజితాపైర్ ( పర్ సూట్  ) 250-300- మిల్లి లీటర్లు     /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
4946467,2025-07-18T10:43:20.32,TELANGANA,WARANGAL,INAVOLU,AGRICULTURE,Fiber Crops,Cotton (Kapas),,Weed Management,WEED MANAGEMENT IN COTTON  SOWN AFTER 40 DAYS CROP,RECOMMENDED TO DO HAND WEEDING ONLY
4946468,2025-07-18T10:01:20.173,TELANGANA,WARANGAL,INAVOLU,AGRICULTURE,Pulses,Pigeon pea (red gram/arhar/tur),,Weed Management,FARMER ASKED QUERY ON WEED MANAGEMENT IN REDGRAM,"RECOMMENDED TO SPRAY IMAZITAPYR (PURSUIT) 300 ML/200 LITRES OF WATER PER ACRE 
ఇమాజితాపైర్ ( పర్ సూట్  ) 300మిల్లి లీటర్లు     /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి	."
